time	length
11.7627	5.8981
11.9287	7.0839
12.0960	7.2520
12.2624	8.9197
12.4291	9.6885
12.5956	11.3116
12.7610	12.5401
12.9292	14.4566
13.0965	16.1466
13.2624	18.1012
13.4273	20.1431
13.5959	22.3558
13.7611	25.0774
13.9284	27.5390
14.0959	31.0247
14.2624	33.7351
14.4291	37.2117
14.5953	40.8190
14.7616	45.2194
14.9282	49.0321
15.0948	53.1113
15.2618	57.9064
