time	length
18.5955	0.8227
18.7623	1.5154
18.9290	2.9881
19.0948	4.0169
19.2620	4.7477
19.4280	6.4923
19.5946	7.9539
19.7616	9.3839
19.9302	11.1324
20.0951	13.0154
20.2617	15.5170
