time	length
18.5955	1.6565
18.7623	2.5665
18.9290	4.1562
19.0948	6.4385
19.2620	9.4581
19.4280	12.7666
19.5946	15.5978
19.7616	18.9981
19.9302	22.4793
20.0951	26.2539
20.2617	30.6070
20.4287	34.2451
20.5945	38.6055
20.7610	42.8648
20.9284	47.5817
21.0945	52.4148
21.2613	57.4410
