time	length
18.2616	0.0919
18.4278	0.7419
18.5955	1.4950
18.7623	3.0596
18.9290	4.7431
19.0948	6.7069
19.2620	9.0162
19.4280	11.5966
19.5946	14.1435
19.7616	17.2212
19.9302	20.2728
20.0951	23.4744
