time	length
16.2631	36.0721
16.4284	38.7621
16.5946	41.4856
16.7613	44.8367
16.9290	47.9391
17.0951	50.8214
17.2614	54.1456
17.4281	57.0260
17.5952	60.2879
17.7631	63.1980
17.9288	65.7941
18.0944	69.0830
18.2616	72.6765
18.4278	76.0230
18.5955	79.5311
18.7623	82.7365
18.9290	86.4331
19.0948	90.2838
19.2620	94.2877
19.4280	97.8700
19.5946	101.7689
19.7616	106.3624
19.9302	110.5213
20.0951	115.8705
20.2617	119.9932
20.4287	125.1717
20.5945	130.5229
20.7610	136.0310
20.9284	141.7630
